PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,TEAM,SEASON,TEAM_ID
Farhiya Abdi,17,8.4,2.5,1.1,2.6,43.2,0.1,0.4,14.3,0.2,0.2,100.0,0.2,0.4,0.5,0.3,0.4,0.1,0.0,0.9,-2.9,Los Angeles Sparks,2014,1611661320
Jantel Lavender,34,28.3,11.9,5.1,9.7,52.7,0.0,0.1,20.0,1.6,2.0,79.4,1.9,4.3,6.3,1.5,1.9,0.5,0.8,1.9,0.1,Los Angeles Sparks,2014,1611661320
Kristi Toliver,27,28.5,11.8,4.3,9.6,44.2,1.7,4.3,39.3,1.6,1.9,84.3,0.3,1.9,2.1,4.1,1.7,1.1,0.0,2.4,1.6,Los Angeles Sparks,2014,1611661320
Lindsey Harding,31,22.7,5.7,2.3,6.8,33.3,0.2,0.7,22.7,1.1,1.4,78.6,0.5,1.3,1.8,3.2,1.5,1.0,0.0,1.6,-1.4,Los Angeles Sparks,2014,1611661320
Nikki Greene,11,3.4,0.5,0.2,0.9,20.0,0.0,0.0,0.0,0.1,0.1,100.0,0.3,0.7,1.0,0.0,0.5,0.1,0.1,0.9,-0.5,Los Angeles Sparks,2014,1611661320
Nneka Ogwumike,33,27.6,15.8,6.2,11.9,52.0,0.1,0.3,30.0,3.3,3.8,87.3,2.0,5.1,7.1,1.5,2.1,1.8,0.5,2.8,-0.4,Los Angeles Sparks,2014,1611661320
Samantha Prahalis,2,10.6,2.0,1.0,2.0,50.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,0.0,0.0,2.0,-6.5,Los Angeles Sparks,2014,1611661320
Sandrine Gruda,34,12.0,3.8,1.5,3.8,39.2,0.0,0.0,0.0,0.8,1.1,66.7,1.2,1.8,3.0,0.6,1.3,0.4,0.1,1.3,-1.6,Los Angeles Sparks,2014,1611661320
Alana Beard,14,26.1,7.8,3.5,7.1,49.0,0.1,0.8,18.2,0.6,0.7,90.0,0.2,2.9,3.1,2.7,1.4,1.2,0.5,2.2,2.1,Los Angeles Sparks,2015,1611661320
Ana Dabovic,24,22.1,8.8,3.1,6.9,44.6,0.8,2.5,33.3,1.8,2.2,80.8,0.5,1.2,1.6,1.9,1.6,0.9,0.0,2.9,-1.3,Los Angeles Sparks,2015,1611661320
Andrea Hoover,12,14.3,3.8,1.3,3.9,31.9,0.7,2.3,28.6,0.6,0.6,100.0,0.3,1.0,1.3,0.3,0.7,0.2,0.1,1.5,-4.5,Los Angeles Sparks,2015,1611661320
Candace Parker,16,34.4,19.4,7.3,14.8,48.9,0.8,2.7,27.9,4.1,5.1,81.5,1.1,8.9,10.1,6.3,2.5,1.9,1.8,2.4,8.3,Los Angeles Sparks,2015,1611661320
Courtney Clements,1,5.3,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Los Angeles Sparks,2015,1611661320
Crystal Bradford,15,9.4,2.7,1.0,3.6,27.8,0.4,1.7,23.1,0.3,0.5,71.4,0.3,1.1,1.3,0.5,0.3,0.4,0.1,1.3,-0.4,Los Angeles Sparks,2015,1611661320
Erin Phillips,12,30.9,6.8,2.2,7.6,28.6,1.0,3.8,26.7,1.4,1.7,85.0,0.8,2.2,3.0,3.1,1.5,0.9,0.2,2.4,-2.4,Los Angeles Sparks,2015,1611661320
Farhiya Abdi,17,13.9,4.1,1.6,4.6,35.4,0.5,1.9,27.3,0.2,0.4,57.1,0.3,1.5,1.8,0.5,0.8,0.4,0.1,1.8,-3.2,Los Angeles Sparks,2015,1611661320
Jantel Lavender,34,33.8,14.5,6.2,11.8,52.5,0.1,0.3,33.3,2.0,2.2,88.2,2.0,6.3,8.3,1.8,2.1,0.4,1.2,1.7,0.9,Los Angeles Sparks,2015,1611661320
Jasmine Lister,7,9.2,2.9,1.1,2.1,53.3,0.6,0.7,80.0,0.0,0.0,0.0,0.6,0.7,1.3,0.6,1.0,0.3,0.0,0.6,-0.9,Los Angeles Sparks,2015,1611661320
Jennifer Hamson,25,6.5,1.6,0.6,1.2,55.2,0.0,0.0,0.0,0.3,1.2,27.6,0.6,0.8,1.5,0.2,0.2,0.2,0.5,0.9,-1.7,Los Angeles Sparks,2015,1611661320
Jennifer Lacy,8,22.0,5.5,2.3,5.5,40.9,1.0,3.4,29.6,0.0,0.0,0.0,1.0,1.9,2.9,0.6,0.6,0.3,0.1,2.6,-4.6,Los Angeles Sparks,2015,1611661320
Kristi Toliver,28,30.9,12.4,4.3,9.5,44.9,1.5,4.0,38.4,2.3,2.6,90.3,0.4,1.9,2.3,3.7,2.3,0.8,0.0,1.7,2.0,Los Angeles Sparks,2015,1611661320
Marianna Tolo,28,19.0,4.9,1.9,4.2,46.2,0.0,0.3,0.0,1.0,1.3,80.6,0.8,2.2,3.0,1.0,1.0,0.3,1.0,3.0,-2.0,Los Angeles Sparks,2015,1611661320
Michelle Snow,2,13.1,3.0,1.5,3.5,42.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,1.5,0.0,2.0,0.0,0.5,2.0,-12.0,Los Angeles Sparks,2015,1611661320
Nneka Ogwumike,23,34.1,16.5,6.4,12.2,52.5,0.0,0.5,8.3,3.7,4.2,86.6,2.1,5.2,7.3,2.1,1.9,1.1,0.5,2.5,-0.2,Los Angeles Sparks,2015,1611661320
Temeka Johnson,34,21.2,5.1,1.8,5.5,32.3,0.5,2.0,24.6,1.1,1.3,84.1,0.3,2.1,2.4,3.6,1.5,0.7,0.0,2.2,-1.9,Los Angeles Sparks,2015,1611661320
Alana Beard,34,29.3,7.1,2.9,6.3,46.7,0.4,1.1,34.2,0.8,1.1,69.2,0.9,2.4,3.3,2.1,1.3,1.7,0.6,2.8,6.4,Los Angeles Sparks,2016,1611661320
Ana Dabovic,22,10.7,3.0,0.9,2.5,37.0,0.1,0.9,15.8,1.0,1.3,75.9,0.3,0.5,0.8,1.3,0.9,0.6,0.0,1.7,1.8,Los Angeles Sparks,2016,1611661320
Ann Wauters,21,4.6,1.4,0.6,1.0,54.5,0.0,0.0,0.0,0.3,0.4,75.0,0.2,0.9,1.1,0.4,0.3,0.2,0.1,0.6,-0.5,Los Angeles Sparks,2016,1611661320
Candace Parker,34,30.8,15.3,5.6,12.6,44.2,1.2,3.2,38.2,2.9,4.1,70.7,1.0,6.4,7.4,4.9,2.9,1.4,1.0,2.2,5.3,Los Angeles Sparks,2016,1611661320
Chelsea Gray,33,16.4,5.9,2.2,4.8,45.2,0.4,1.4,30.4,1.2,1.5,78.0,0.2,1.5,1.8,2.2,1.2,0.5,0.1,1.2,1.8,Los Angeles Sparks,2016,1611661320
Essence Carson,34,23.3,8.1,3.0,6.7,44.9,0.7,1.9,35.9,1.4,1.6,89.1,0.4,1.6,2.0,1.5,1.2,1.1,0.2,1.4,3.4,Los Angeles Sparks,2016,1611661320
Evgeniia Belyakova,20,11.9,2.2,0.8,2.7,29.6,0.3,1.4,17.9,0.4,0.8,43.8,0.1,0.7,0.8,0.8,0.4,0.7,0.1,1.2,-0.3,Los Angeles Sparks,2016,1611661320
Jantel Lavender,34,19.4,9.6,4.4,8.2,53.8,0.0,0.0,0.0,0.8,1.2,68.3,1.1,2.6,3.6,1.3,1.2,0.3,0.5,1.2,2.9,Los Angeles Sparks,2016,1611661320
Jelena Dubljevic,15,5.3,1.5,0.6,1.5,40.9,0.1,0.2,33.3,0.2,0.2,100.0,0.1,0.7,0.9,0.5,0.5,0.1,0.1,0.7,-1.7,Los Angeles Sparks,2016,1611661320
Kristi Toliver,33,32.1,13.2,4.3,10.1,42.6,2.5,5.8,42.4,2.2,2.5,88.9,0.4,2.2,2.6,3.7,1.4,0.8,0.1,1.8,8.9,Los Angeles Sparks,2016,1611661320
Nneka Ogwumike,33,31.6,19.7,7.4,11.1,66.5,0.5,0.8,61.5,4.4,5.1,86.9,2.3,6.7,9.1,3.1,2.1,1.3,1.2,3.4,7.6,Los Angeles Sparks,2016,1611661320
Sandrine Gruda,7,5.3,1.0,0.4,1.3,33.3,0.0,0.0,0.0,0.1,0.1,100.0,0.3,0.3,0.6,0.3,0.1,0.1,0.1,0.9,1.0,Los Angeles Sparks,2016,1611661320
Whitney Knight,7,3.8,0.9,0.3,1.4,20.0,0.3,1.0,28.6,0.0,0.0,0.0,0.1,0.3,0.4,0.1,0.3,0.3,0.3,0.4,-2.0,Los Angeles Sparks,2016,1611661320
Alana Beard,34,30.9,6.9,2.8,5.7,49.7,0.2,0.6,31.6,1.1,1.4,80.4,0.6,2.7,3.3,2.2,1.3,2.1,0.5,2.7,8.2,Los Angeles Sparks,2017,1611661320
Candace Parker,33,30.7,16.9,6.3,13.2,47.8,1.4,3.8,35.4,2.9,3.8,75.6,1.2,7.2,8.4,4.3,2.7,1.5,1.7,2.3,7.5,Los Angeles Sparks,2017,1611661320
Chelsea Gray,34,33.3,14.8,5.4,10.7,50.7,1.6,3.2,48.2,2.4,2.9,82.7,0.6,2.7,3.3,4.4,1.9,1.1,0.2,2.2,8.1,Los Angeles Sparks,2017,1611661320
Essence Carson,24,19.4,4.8,1.8,4.3,40.4,0.4,1.5,25.0,0.9,1.0,87.5,0.5,1.2,1.7,1.2,0.8,0.6,0.3,1.2,2.7,Los Angeles Sparks,2017,1611661320
Ify Ibekwe,6,3.9,1.0,0.2,1.5,11.1,0.0,0.3,0.0,0.7,1.0,66.7,0.3,0.5,0.8,0.0,0.3,0.2,0.0,0.8,0.7,Los Angeles Sparks,2017,1611661320
Jantel Lavender,32,17.4,7.3,3.3,6.7,48.8,0.2,0.5,31.3,0.7,0.8,84.6,1.0,2.0,3.0,0.9,1.3,0.3,0.2,1.3,1.0,Los Angeles Sparks,2017,1611661320
Maimouna Diarra,10,2.0,0.3,0.1,0.5,20.0,0.0,0.0,0.0,0.1,0.2,50.0,0.4,0.7,1.1,0.1,0.3,0.2,0.0,0.5,0.6,Los Angeles Sparks,2017,1611661320
Nneka Ogwumike,34,31.0,18.8,7.2,12.8,56.1,0.5,1.6,34.0,3.9,4.5,87.0,1.8,5.9,7.7,2.1,1.5,1.9,0.5,2.9,7.9,Los Angeles Sparks,2017,1611661320
Odyssey Sims,31,24.5,9.6,3.6,8.2,44.7,0.4,1.9,19.0,2.0,2.3,88.6,0.5,1.5,1.9,3.5,1.4,1.5,0.2,1.9,5.2,Los Angeles Sparks,2017,1611661320
Riquna Williams,23,17.7,6.4,2.0,6.1,32.1,0.9,3.2,27.0,1.7,1.9,86.4,0.3,1.1,1.4,0.7,1.1,0.8,0.1,1.8,2.9,Los Angeles Sparks,2017,1611661320
Sandrine Gruda,7,4.2,1.1,0.6,1.6,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.6,0.0,0.7,0.0,0.0,0.6,-1.1,Los Angeles Sparks,2017,1611661320
Sydney Wiese,28,8.1,2.3,0.8,2.1,38.3,0.5,1.3,40.0,0.1,0.3,50.0,0.1,0.7,0.8,0.3,0.1,0.2,0.1,0.7,0.1,Los Angeles Sparks,2017,1611661320
Tiffany Jackson,26,5.8,1.1,0.5,1.0,46.2,0.0,0.0,0.0,0.2,0.3,62.5,0.3,0.9,1.2,0.1,0.5,0.1,0.1,0.8,0.5,Los Angeles Sparks,2017,1611661320
Alana Beard,30,25.5,4.0,1.7,4.3,39.2,0.1,0.2,40.0,0.6,0.7,81.0,1.2,2.1,3.3,1.7,0.7,1.5,0.2,2.4,1.5,Los Angeles Sparks,2018,1611661320
Candace Parker,31,30.6,17.9,6.4,13.5,47.1,1.3,3.8,34.5,3.8,4.7,80.8,1.6,6.5,8.2,4.7,3.0,1.2,1.1,2.1,2.7,Los Angeles Sparks,2018,1611661320
Cappie Pondexter,13,10.3,3.6,1.2,3.3,34.9,0.0,0.2,0.0,1.3,1.5,89.5,0.2,0.9,1.1,0.8,0.3,0.2,0.0,1.2,-1.4,Los Angeles Sparks,2018,1611661320
Chelsea Gray,34,32.7,14.9,5.7,11.7,48.4,1.1,2.9,39.2,2.4,2.9,83.5,0.5,2.9,3.4,5.1,2.3,1.4,0.2,1.9,1.9,Los Angeles Sparks,2018,1611661320
Essence Carson,34,23.1,7.5,3.0,6.8,43.5,1.1,3.2,36.1,0.4,0.5,93.8,0.3,2.4,2.6,0.9,0.6,0.9,0.4,1.5,-0.3,Los Angeles Sparks,2018,1611661320
Jantel Lavender,30,17.0,5.2,2.3,5.3,42.8,0.1,0.5,18.8,0.6,0.7,90.0,1.1,2.6,3.7,0.7,1.0,0.4,0.2,1.4,-2.9,Los Angeles Sparks,2018,1611661320
Karlie Samuelson,20,4.2,1.0,0.4,0.9,38.9,0.3,0.8,31.3,0.0,0.0,0.0,0.1,0.4,0.5,0.3,0.2,0.1,0.3,0.7,0.3,Los Angeles Sparks,2018,1611661320
Maria Vadeeva,25,8.1,3.6,1.6,3.0,52.7,0.2,0.5,33.3,0.4,0.5,75.0,0.7,1.5,2.2,0.4,0.5,0.4,0.4,1.8,0.1,Los Angeles Sparks,2018,1611661320
Nneka Ogwumike,27,30.8,15.5,6.3,11.9,52.5,0.3,1.0,34.6,2.6,3.2,81.6,1.8,5.0,6.8,2.0,1.5,1.6,0.4,2.8,3.6,Los Angeles Sparks,2018,1611661320
Odyssey Sims,34,25.5,8.2,3.1,7.9,38.8,0.4,1.6,27.3,1.7,2.3,72.2,0.4,2.1,2.5,2.8,1.5,0.6,0.0,1.6,3.4,Los Angeles Sparks,2018,1611661320
Riquna Williams,33,16.6,7.1,2.5,6.0,40.7,1.5,3.9,37.5,0.7,0.9,80.0,0.4,1.0,1.4,0.7,0.5,0.7,0.1,1.6,0.9,Los Angeles Sparks,2018,1611661320
Sydney Wiese,11,3.3,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.1,0.0,0.0,0.5,-0.5,Los Angeles Sparks,2018,1611661320
Alana Beard,16,14.7,3.3,1.4,3.1,44.9,0.1,0.3,20.0,0.4,0.6,77.8,0.1,1.4,1.5,1.4,0.6,0.8,0.2,1.3,1.0,Los Angeles Sparks,2019,1611661320
Alexis Jones,20,12.2,4.0,1.4,3.5,40.0,0.6,1.7,33.3,0.6,0.8,80.0,0.1,1.0,1.1,1.8,1.4,0.3,0.2,1.5,-0.4,Los Angeles Sparks,2019,1611661320
Ashley Walker,3,7.5,0.7,0.3,3.7,9.1,0.0,1.7,0.0,0.0,0.0,0.0,0.7,0.3,1.0,1.0,0.0,0.3,0.0,1.3,-4.3,Los Angeles Sparks,2019,1611661320
Candace Parker,22,26.0,11.2,4.0,9.6,42.2,0.7,2.7,26.7,2.4,3.0,79.1,1.1,5.3,6.4,3.5,2.5,1.0,0.8,1.8,3.1,Los Angeles Sparks,2019,1611661320
Chelsea Gray,34,32.6,14.5,5.5,13.3,41.6,1.5,3.9,38.2,1.9,2.1,91.7,0.4,3.4,3.8,5.9,3.2,1.0,0.1,1.4,3.6,Los Angeles Sparks,2019,1611661320
Chiney Ogwumike,32,21.8,9.6,3.9,7.9,49.4,0.0,0.1,25.0,1.7,2.1,80.9,2.5,3.2,5.8,0.8,1.3,1.0,0.7,3.4,0.4,Los Angeles Sparks,2019,1611661320
Kalani Brown,28,13.5,5.1,1.9,4.0,47.8,0.0,0.0,0.0,1.3,1.6,78.3,1.2,2.3,3.5,0.6,1.0,0.3,0.8,1.7,-2.0,Los Angeles Sparks,2019,1611661320
Karlie Samuelson,3,11.9,1.0,0.3,2.3,14.3,0.3,2.0,16.7,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.0,0.0,0.0,0.7,1.0,Los Angeles Sparks,2019,1611661320
Maria Vadeeva,15,12.0,7.8,3.4,6.9,49.0,0.3,1.1,31.3,0.7,0.9,76.9,1.2,2.7,3.9,0.7,1.2,1.0,0.2,1.5,0.4,Los Angeles Sparks,2019,1611661320
Marina Mabrey,31,11.5,4.0,1.5,4.2,34.4,0.7,2.5,27.3,0.5,0.5,87.5,0.2,1.0,1.2,1.0,0.8,0.6,0.2,0.7,-0.4,Los Angeles Sparks,2019,1611661320
Nneka Ogwumike,32,27.9,16.1,6.5,12.7,51.0,0.7,2.1,33.8,2.4,2.9,82.8,2.3,6.5,8.8,1.8,1.8,1.9,0.5,2.9,4.5,Los Angeles Sparks,2019,1611661320
Riquna Williams,23,25.8,12.3,4.0,10.5,38.4,2.3,6.0,39.1,1.9,2.2,88.0,0.6,2.0,2.6,1.6,1.2,1.1,0.2,2.5,1.7,Los Angeles Sparks,2019,1611661320
Sydney Wiese,32,20.6,4.8,1.7,4.5,38.5,1.1,2.9,36.6,0.3,0.3,100.0,0.2,1.2,1.3,1.8,1.0,0.5,0.3,0.8,2.3,Los Angeles Sparks,2019,1611661320
Tierra Ruffin-Pratt,34,25.2,6.0,2.1,5.8,36.7,0.7,2.1,34.2,1.0,1.2,85.4,0.6,1.9,2.4,1.7,0.9,0.8,0.6,2.7,2.4,Los Angeles Sparks,2019,1611661320
Brittney Sykes,21,24.4,10.1,3.5,7.1,48.7,0.8,2.3,32.7,2.4,3.0,80.6,0.8,1.8,2.6,2.1,1.7,1.5,0.3,3.0,4.1,Los Angeles Sparks,2020,1611661320
Candace Parker,22,30.0,14.7,5.6,11.0,51.0,0.9,2.2,39.6,2.6,3.5,73.1,1.7,8.0,9.7,4.6,2.9,1.2,1.2,2.3,4.7,Los Angeles Sparks,2020,1611661320
Chelsea Gray,22,30.6,14.0,5.5,12.5,44.2,0.8,2.7,30.5,2.1,2.2,93.9,0.7,3.0,3.7,5.3,2.7,1.5,0.1,1.7,4.5,Los Angeles Sparks,2020,1611661320
Kristine Anigwe,17,11.6,4.6,1.9,3.1,60.4,0.0,0.0,0.0,0.8,1.5,53.8,1.1,1.6,2.6,0.2,0.9,0.6,0.4,1.9,1.5,Los Angeles Sparks,2020,1611661320
Marie Gülich,12,9.9,2.4,1.1,2.2,50.0,0.0,0.3,0.0,0.3,0.3,100.0,0.4,1.1,1.5,0.6,0.4,0.3,0.3,1.9,-1.8,Los Angeles Sparks,2020,1611661320
Nneka Ogwumike,18,26.2,13.3,5.3,9.3,56.9,0.5,1.0,50.0,2.3,2.7,83.7,1.2,3.7,4.8,1.7,1.6,1.1,0.2,2.3,3.7,Los Angeles Sparks,2020,1611661320
Reshanda Gray,10,6.3,1.4,0.4,1.1,36.4,0.0,0.0,0.0,0.6,0.7,85.7,0.6,2.2,2.8,0.3,1.0,0.1,0.4,1.0,1.3,Los Angeles Sparks,2020,1611661320
Riquna Williams,21,21.1,10.5,3.9,8.9,43.5,2.0,4.9,42.2,0.8,0.9,88.9,0.1,1.7,1.8,1.5,0.9,1.1,0.3,2.0,-0.1,Los Angeles Sparks,2020,1611661320
Seimone Augustus,21,15.8,5.9,2.6,5.2,49.1,0.6,1.0,54.5,0.2,0.3,66.7,0.1,1.6,1.8,1.2,0.4,0.6,0.1,1.0,2.8,Los Angeles Sparks,2020,1611661320
Sydney Wiese,19,19.1,6.8,2.5,4.9,50.5,1.3,2.8,47.2,0.6,0.6,91.7,0.3,1.5,1.7,1.2,1.2,0.6,0.1,0.9,2.0,Los Angeles Sparks,2020,1611661320
Te'a Cooper,20,17.2,7.0,2.6,5.7,45.1,0.6,1.6,34.4,1.3,1.7,76.5,0.1,0.9,1.0,2.0,1.5,0.7,0.0,2.0,1.5,Los Angeles Sparks,2020,1611661320
Tierra Ruffin-Pratt,17,14.5,2.9,0.7,2.6,26.7,0.4,0.8,46.2,1.1,1.5,73.1,0.5,1.6,2.1,0.9,0.5,0.6,0.2,1.6,0.7,Los Angeles Sparks,2020,1611661320
Amanda Zahui B,30,23.8,9.2,3.5,8.3,42.7,1.0,3.6,28.0,1.1,1.4,76.7,0.8,4.3,5.1,1.0,1.8,0.6,1.2,3.3,-1.6,Los Angeles Sparks,2021,1611661320
Arella Guirantes,25,11.6,3.2,1.0,3.8,27.4,0.2,1.1,22.2,0.8,1.0,80.8,0.2,1.1,1.3,0.6,0.5,0.3,0.2,1.0,-0.3,Los Angeles Sparks,2021,1611661320
Bria Holmes,17,18.4,4.9,1.8,5.6,32.6,0.5,1.9,24.2,0.8,1.4,56.5,1.2,1.6,2.8,1.2,1.2,0.9,0.4,1.2,-4.4,Los Angeles Sparks,2021,1611661320
Brittney Sykes,32,29.4,9.4,3.6,8.9,40.5,0.3,1.3,26.2,1.9,2.5,77.2,1.2,3.4,4.6,2.2,1.4,1.8,0.5,2.5,-0.9,Los Angeles Sparks,2021,1611661320
Chiney Ogwumike,7,19.2,7.0,2.9,7.0,40.8,0.4,0.6,75.0,0.9,1.1,75.0,1.6,2.6,4.1,1.1,0.9,0.9,0.4,3.3,2.0,Los Angeles Sparks,2021,1611661320
Erica Wheeler,32,30.2,13.6,5.0,12.0,41.7,1.0,2.9,35.5,2.5,3.1,82.7,0.5,2.6,3.1,4.8,2.7,1.3,0.3,2.7,-4.6,Los Angeles Sparks,2021,1611661320
Jasmine Walker,2,10.0,0.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,-10.5,Los Angeles Sparks,2021,1611661320
Karlie Samuelson,11,15.9,3.8,1.2,3.1,38.2,1.0,2.1,47.8,0.5,0.6,71.4,0.3,2.0,2.3,0.8,0.5,0.6,0.0,1.8,0.6,Los Angeles Sparks,2021,1611661320
Kristi Toliver,19,27.6,9.4,3.5,8.5,41.4,1.5,4.4,33.7,0.8,1.0,84.2,0.4,1.0,1.4,2.9,1.7,0.7,0.0,1.9,-3.3,Los Angeles Sparks,2021,1611661320
Kristine Anigwe,7,15.2,3.9,1.3,3.3,39.1,0.0,0.0,0.0,1.3,2.3,56.3,1.4,2.4,3.9,0.7,1.4,0.6,0.1,3.0,-3.1,Los Angeles Sparks,2021,1611661320
Lauren Cox,15,14.0,3.5,1.3,3.1,41.3,0.1,0.3,20.0,0.9,1.2,77.8,0.7,2.9,3.7,0.6,0.6,0.7,0.9,1.3,-2.1,Los Angeles Sparks,2021,1611661320
Nia Coffey,32,25.2,8.3,2.9,6.9,42.1,1.6,3.8,41.7,0.9,1.1,77.8,0.6,3.3,3.8,0.9,1.4,0.8,1.2,2.7,-3.6,Los Angeles Sparks,2021,1611661320
Nneka Ogwumike,18,31.7,14.5,6.1,11.4,53.2,0.6,1.7,36.7,1.8,2.2,80.0,1.4,5.1,6.5,2.7,2.2,1.4,0.3,1.8,-3.4,Los Angeles Sparks,2021,1611661320
Te'a Cooper,31,22.0,9.1,3.1,8.3,37.9,0.8,2.4,32.4,2.0,2.7,75.0,0.1,1.6,1.7,1.4,1.8,0.9,0.2,2.2,-3.2,Los Angeles Sparks,2021,1611661320
Amy Atwell,4,7.9,0.8,0.3,2.3,11.1,0.3,1.5,16.7,0.0,0.0,0.0,0.3,0.3,0.5,0.5,0.5,0.0,0.0,0.3,-2.3,Los Angeles Sparks,2022,1611661320
Brittney Sykes,32,28.8,12.7,4.8,11.0,43.3,0.4,1.6,26.9,2.7,3.5,77.0,0.7,2.9,3.7,3.7,2.6,2.0,0.7,2.6,-5.2,Los Angeles Sparks,2022,1611661320
Chennedy Carter,24,16.4,8.9,3.5,7.9,45.0,0.1,0.4,20.0,1.7,2.3,74.5,0.4,1.5,1.9,1.9,1.8,0.6,0.4,2.2,-4.3,Los Angeles Sparks,2022,1611661320
Chiney Ogwumike,26,18.4,7.0,2.7,5.7,46.6,0.3,0.7,44.4,1.4,2.0,70.6,2.0,3.5,5.5,1.1,1.4,0.7,0.3,2.7,-0.6,Los Angeles Sparks,2022,1611661320
Jasmine Walker,32,8.8,1.6,0.6,2.4,25.0,0.3,1.6,20.0,0.1,0.1,100.0,0.4,1.1,1.5,0.2,0.5,0.2,0.1,0.9,-4.2,Los Angeles Sparks,2022,1611661320
Jordin Canada,32,27.0,9.2,3.3,8.5,38.4,0.2,1.6,14.0,2.5,3.1,80.6,0.2,2.1,2.3,5.5,2.3,1.4,0.2,1.8,-3.9,Los Angeles Sparks,2022,1611661320
Katie Lou Samuelson,32,29.5,9.7,3.3,9.0,37.3,1.8,5.0,35.2,1.3,1.5,83.7,0.5,2.4,3.0,1.9,1.1,1.0,0.2,1.6,-4.8,Los Angeles Sparks,2022,1611661320
Kianna Smith,11,10.2,2.6,1.0,3.2,31.4,0.5,1.6,27.8,0.2,0.2,100.0,0.5,0.4,0.8,0.5,0.4,0.4,0.0,1.0,-5.5,Los Angeles Sparks,2022,1611661320
Kristi Toliver,11,19.8,5.9,1.7,4.6,37.3,1.2,3.3,36.1,1.3,1.5,87.5,0.0,0.7,0.7,3.1,2.3,0.4,0.0,1.3,-5.0,Los Angeles Sparks,2022,1611661320
Lexie Brown,34,25.0,7.1,2.7,6.2,44.1,1.6,3.9,39.8,0.1,0.2,66.7,0.2,2.1,2.3,2.1,0.8,1.0,0.2,1.3,-3.6,Los Angeles Sparks,2022,1611661320
Liz Cambage,25,23.4,13.0,4.7,9.2,50.9,0.2,0.6,28.6,3.5,4.4,78.4,1.3,5.1,6.4,2.1,2.3,0.6,1.6,3.2,-1.5,Los Angeles Sparks,2022,1611661320
Nneka Ogwumike,34,31.4,18.1,7.3,13.5,54.4,0.6,1.7,36.8,2.8,3.4,82.6,1.4,5.2,6.6,2.0,1.8,1.7,0.4,2.4,-3.7,Los Angeles Sparks,2022,1611661320
Olivia Nelson-Ododa,30,14.5,4.0,1.6,2.8,56.0,0.0,0.0,0.0,0.9,1.2,70.3,1.1,1.8,3.0,0.4,1.0,0.3,0.8,2.6,-5.6,Los Angeles Sparks,2022,1611661320
Rae Burrell,3,14.5,1.7,0.3,3.0,11.1,0.3,2.0,16.7,0.7,0.7,100.0,0.3,0.7,1.0,0.3,0.3,0.7,0.0,1.3,-1.7,Los Angeles Sparks,2022,1611661320
Azurá Stevens,10,19.4,5.1,2.0,7.0,28.6,0.8,2.9,27.6,0.3,0.6,50.0,0.8,3.3,4.1,0.6,1.0,0.8,0.8,2.5,0.3,Los Angeles Sparks,2023,1611661320
Chiney Ogwumike,10,21.2,8.4,3.4,7.9,43.0,0.1,1.3,7.7,1.5,2.1,71.4,1.4,2.9,4.3,1.3,1.2,1.3,0.3,3.7,-4.4,Los Angeles Sparks,2023,1611661320
Dearica Hamby,15,25.8,9.7,3.7,9.3,40.0,0.2,1.3,15.0,2.1,3.5,59.6,1.1,5.0,6.1,2.1,1.6,0.9,0.2,2.2,1.0,Los Angeles Sparks,2023,1611661320
Destanni Henderson,5,13.3,6.2,2.4,5.2,46.2,0.4,2.2,18.2,1.0,1.2,83.3,0.2,0.6,0.8,1.6,1.4,0.6,0.2,1.0,1.2,Los Angeles Sparks,2023,1611661320
Jasmine Thomas,8,11.4,2.1,0.8,3.4,22.2,0.4,2.5,15.0,0.3,0.3,100.0,0.4,1.1,1.5,1.0,0.8,0.1,0.1,0.8,-5.0,Los Angeles Sparks,2023,1611661320
Jordin Canada,14,32.7,13.4,4.4,10.4,42.1,0.9,2.9,32.5,3.8,4.0,94.6,0.4,2.9,3.4,5.8,2.7,1.9,0.1,2.4,3.6,Los Angeles Sparks,2023,1611661320
Joyner Holmes,5,12.0,4.2,1.6,4.6,34.8,0.4,1.4,28.6,0.6,0.8,75.0,1.0,2.4,3.4,0.2,0.8,0.0,0.4,1.2,-4.4,Los Angeles Sparks,2023,1611661320
Karlie Samuelson,15,24.8,7.9,2.5,4.7,52.9,1.5,3.0,51.1,1.5,1.6,91.7,0.3,1.8,2.1,1.6,0.9,0.7,0.1,2.8,0.2,Los Angeles Sparks,2023,1611661320
